period,test_date,stock_id,model_name,predicted_value,actual_value,error_percentage,error_absolute
1,2020-01,9999,XGBoost,0.0,102.0,100.0,102.0
2,2020-02,9999,XGBoost,0.0,102.0,100.0,102.0
3,2020-03,9999,XGBoost,100.0,112.20000000000002,10.873440285205005,12.200000000000017
4,2020-04,9999,XGBoost,100.0,102.0,1.9607843137254901,2.0
5,2020-05,9999,XGBoost,106.66851043701172,102.0,4.576971016678156,4.668510437011719
6,2020-06,9999,XGBoost,105.54438018798828,102.0,3.474882537243413,3.5443801879882812
7,2020-07,9999,XGBoost,105.43190002441406,102.0,3.36460786707261,3.4319000244140625
8,2020-08,9999,XGBoost,105.36556243896484,102.0,3.299571018592984,3.3655624389648438
9,2020-09,9999,XGBoost,105.30850219726562,102.0,3.243629605162377,3.308502197265625
10,2020-10,9999,XGBoost,100.34912109375,102.0,1.6185087316176472,1.65087890625
11,2020-11,9999,XGBoost,100.73202514648438,102.0,1.2431126014859069,1.267974853515625
12,2020-12,9999,XGBoost,100.71839141845703,112.20000000000002,10.233162728647937,11.481608581542986
13,2021-01,9999,XGBoost,105.56770324707031,104.0,1.507406968336839,1.5677032470703125
14,2021-02,9999,XGBoost,104.08555603027344,104.0,0.08226541372445914,0.0855560302734375
15,2021-03,9999,XGBoost,106.4698715209961,114.40000000000002,6.931930488639794,7.930128479003926
16,2021-04,9999,XGBoost,104.69629669189453,104.0,0.6695160498985877,0.6962966918945312
17,2021-05,9999,XGBoost,107.59784698486328,104.0,3.459468254676232,3.5978469848632812
18,2021-06,9999,XGBoost,103.82415008544922,104.0,0.16908645629882812,0.17584991455078125
19,2021-07,9999,XGBoost,103.58419036865234,104.0,0.3998169532189002,0.41580963134765625
20,2021-08,9999,XGBoost,102.56288146972656,104.0,1.381844740647536,1.4371185302734375
21,2021-09,9999,XGBoost,102.27537536621094,104.0,1.658292917104868,1.7246246337890625
22,2021-10,9999,XGBoost,102.61238861083984,104.0,1.334241720346304,1.3876113891601562
23,2021-11,9999,XGBoost,102.72631072998047,104.0,1.224701221172626,1.2736892700195312
24,2021-12,9999,XGBoost,102.99517822265625,114.40000000000002,9.969249805370426,11.40482177734377
25,2022-01,9999,XGBoost,106.48048400878906,106.0,0.45328680074439864,0.4804840087890625
26,2022-02,9999,XGBoost,101.99848175048828,106.0,3.7750172165204896,4.001518249511719
27,2022-03,9999,XGBoost,102.96883392333984,116.60000000000002,11.690536943962416,13.631166076660179
28,2022-04,9999,XGBoost,109.67432403564453,106.0,3.4663434298533318,3.6743240356445312
29,2022-05,9999,XGBoost,104.56452178955078,106.0,1.3542247268388856,1.4354782104492188
30,2022-06,9999,XGBoost,104.1185302734375,106.0,1.7749714401533019,1.8814697265625
31,2022-07,9999,XGBoost,103.90325927734375,106.0,1.978057285524764,2.09674072265625
32,2022-08,9999,XGBoost,104.12557220458984,106.0,1.7683281088775058,1.8744277954101562
33,2022-09,9999,XGBoost,104.47723388671875,106.0,1.4365718049823113,1.52276611328125
34,2022-10,9999,XGBoost,104.2803726196289,106.0,1.6222899814821639,1.7196273803710938
35,2022-11,9999,XGBoost,104.63347625732422,106.0,1.2891733421469633,1.3665237426757812
36,2022-12,9999,XGBoost,104.71810150146484,116.60000000000002,10.190307460150237,11.881898498535179
37,2023-01,9999,XGBoost,110.86688995361328,108.0,2.6545277348271124,2.8668899536132812
38,2023-02,9999,XGBoost,104.21884155273438,108.0,3.50107263635706,3.781158447265625
39,2023-03,9999,XGBoost,105.17511749267578,118.80000000000003,11.4687563192965,13.624882507324244
40,2023-04,9999,XGBoost,111.31013488769531,108.0,3.0649397108289933,3.3101348876953125
41,2023-05,9999,XGBoost,106.06482696533203,108.0,1.791826883951823,1.9351730346679688
42,2023-06,9999,XGBoost,105.74115753173828,108.0,2.091520803946036,2.2588424682617188
43,2023-07,9999,XGBoost,106.26473236083984,108.0,1.6067292955186632,1.7352676391601562
44,2023-08,9999,XGBoost,105.82592010498047,108.0,2.0130369398328996,2.1740798950195312
45,2023-09,9999,XGBoost,105.91880798339844,108.0,1.9270296450014466,2.0811920166015625
46,2023-10,9999,XGBoost,105.9168472290039,108.0,1.9288451583297166,2.0831527709960938
47,2023-11,9999,XGBoost,106.19865417480469,108.0,1.6679128011067708,1.8013458251953125
48,2023-12,9999,XGBoost,106.27018737792969,118.80000000000003,10.546980321608027,12.529812622070338
49,2024-01,9999,XGBoost,112.33917999267578,110.00000000000001,2.126527266068879,2.339179992675767
50,2024-02,9999,XGBoost,105.9647445678711,110.00000000000001,3.668414029208109,4.0352554321289205
51,2024-03,9999,XGBoost,107.06256103515625,121.00000000000003,11.518544599044441,13.937438964843778
52,2024-04,9999,XGBoost,111.90763854980469,110.00000000000001,1.7342168634587936,1.9076385498046733
53,2024-05,9999,XGBoost,108.78836059570312,110.00000000000001,1.1014903675426264,1.2116394042968892
54,2024-06,9999,XGBoost,108.18193054199219,110.00000000000001,1.6527904163707512,1.8180694580078267
55,2024-07,9999,XGBoost,108.74473571777344,110.00000000000001,1.141149347478706,1.2552642822265767
56,2024-08,9999,XGBoost,108.60443115234375,110.00000000000001,1.2686989524147854,1.3955688476562642
57,2024-09,9999,XGBoost,108.62788391113281,110.00000000000001,1.2473782626065468,1.3721160888672017
58,2024-10,9999,XGBoost,108.57382202148438,110.00000000000001,1.2965254350142172,1.4261779785156392
59,2024-11,9999,XGBoost,108.60811614990234,110.00000000000001,1.2653489546342458,1.3918838500976705
60,2024-12,9999,XGBoost,108.59072875976562,121.00000000000003,10.255596066309423,12.409271240234403
